Artist,Album,Track,DateTime,Date,Time,Acousticness,Danceability,Energy,Tempo,Valence,Loudness,Instrumentalness,Speechiness
Britney Spears,Blackout,Gimme More,2-12-2023 19:49:00,2-12-2023,19:49:00,0.25,0.788,0.844,113.324,0.382,-3.131,0.000678,0.0334
Beyoncé,HOMECOMING: THE LIVE ALBUM,Crazy In Love - Homecoming Live,2-12-2023 19:45:00,2-12-2023,19:45:00,0.000263,0.401,0.769,99.252,0.402,-8.316,0.000459,0.158
Doja Cat,Planet Her,Woman,2-12-2023 19:41:00,2-12-2023,19:41:00,0.0888,0.824,0.764,107.998,0.881,-4.175,0.00294,0.0854
Chloe x Halle,Ungodly Hour,Busy Boy,2-12-2023 19:41:00,2-12-2023,19:41:00,0.034,0.769,0.656,89.995,0.362,-6.217,0.00061,0.0448
Doja Cat,Planet Her,Woman,2-12-2023 19:38:00,2-12-2023,19:38:00,0.0888,0.824,0.764,107.998,0.881,-4.175,0.00294,0.0854
Solange,Solo Star,Naive,2-12-2023 19:34:00,2-12-2023,19:34:00,0.179,0.772,0.8,154.354,0.862,-4.23,0,0.08
Chloe x Halle,Ungodly Hour,Dont Make it Harder on Me,2-12-2023 19:29:00,2-12-2023,19:29:00,0.109,0.524,0.755,164.008,0.495,-5.989,0.00067,0.0845
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),2-12-2023 19:25:00,2-12-2023,19:25:00,0.0777,0.801,0.601,159.969,0.74,-7.574,3.23E-05,0.255
Beyoncé,BDay,Freakum Dress,2-12-2023 19:22:00,2-12-2023,19:22:00,0.0043,0.683,0.703,98.953,0.378,-5.154,1.49E-05,0.0585
Nelly Furtado,Loose,Promiscuous,2-12-2023 19:18:00,2-12-2023,19:18:00,0.0569,0.808,0.97,114.328,0.868,-6.098,6.13E-05,0.0506
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,2-12-2023 19:16:00,2-12-2023,19:16:00,0.00348,0.789,0.614,126.035,0.108,-6.491,0.00152,0.0579
Glorilla,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),2-12-2023 19:05:00,2-12-2023,19:05:00,0.0736,0.795,0.814,160.039,0.68,-3.945,0,0.4
Beyoncé,RENAISSANCE,CUFF IT,2-12-2023 19:01:00,2-12-2023,19:01:00,0.0368,0.78,0.689,115.042,0.642,-5.668,9.69E-06,0.141
Beyoncé,CUFF IT,CUFF IT - ACAPELLA VERSION,2-12-2023 18:44:00,2-12-2023,18:44:00,0.733,0.642,0.273,124.154,0.545,-8.079,0,0.169
Fuse ODG,Antenna,Antenna - UK Radio Edit,2-12-2023 8:36:00,2-12-2023,8:36:00,0.0631,0.797,0.948,127.993,0.858,-1.069,8.00E-06,0.0665
Ren Avel,Eternal Ride,Dan Dan Kokoro Hikareteku (Dragon Ball GT),2-12-2023 8:32:00,2-12-2023,8:32:00,0.436,0.623,0.67,169.959,0.398,-6.067,0.93,0.0464
Beyoncé,CUFF IT,CUFF IT - ACAPELLA VERSION,2-12-2023 8:28:00,2-12-2023,8:28:00,0.733,0.642,0.273,124.154,0.545,-8.079,0,0.169
FLO,Cardboard Box,Cardboard Box,2-12-2023 8:22:00,2-12-2023,8:22:00,0.04,0.579,0.714,80.419,0.696,-4.308,0,0.0584
Kanye West,808s & Heartbreak,Heartless,2-12-2023 8:18:00,2-12-2023,8:18:00,0.0515,0.79,0.647,87.999,0.654,-5.983,0,0.136
Claire Rosinkranz,dont miss me,dont miss me,2-12-2023 8:17:00,2-12-2023,8:17:00,0.793,0.796,0.727,104.98,0.818,-4.726,2.49E-05,0.04
Adele,25,All I Ask,2-12-2023 8:12:00,2-12-2023,8:12:00,0.889,0.591,0.28,141.916,0.348,-5.494,0,0.0283
Lizzo,Cuz I Love You (Super Deluxe),Truth Hurts,2-12-2023 8:10:00,2-12-2023,8:10:00,0.11,0.715,0.624,158.087,0.412,-3.046,0,0.114
Mariah Carey,Memoirs of an Imperfect Angel,Obsessed,2-12-2023 8:04:00,2-12-2023,8:04:00,0.0465,0.742,0.468,86.443,0.369,-5.557,0,0.0625
Meghan Trainor,Thank You (Deluxe),NO,2-12-2023 8:00:00,2-12-2023,8:00:00,0.0124,0.557,0.803,92.134,0.657,-3.599,1.61E-06,0.213
FLO,Losing You,Losing You,2-12-2023 7:56:00,2-12-2023,7:56:00,0.454,0.503,0.508,120.208,0.425,-7.294,0,0.0605
Adele,21,Someone Like You,2-12-2023 7:51:00,2-12-2023,7:51:00,0.893,0.556,0.319,135.187,0.294,-8.251,0,0.0281
Adele,21,Rolling in the Deep,2-12-2023 7:47:00,2-12-2023,7:47:00,0.138,0.73,0.769,104.948,0.507,-5.114,0,0.0298
Adele,25,Hello,2-12-2023 7:43:00,2-12-2023,7:43:00,0.33,0.578,0.43,78.991,0.288,-6.134,0,0.0305
Adele,25,Send My Love (to Your New Lover),2-12-2023 7:39:00,2-12-2023,7:39:00,0.0355,0.688,0.533,164.069,0.567,-8.363,3.48E-06,0.0865
Adele,25,All I Ask,2-12-2023 7:34:00,2-12-2023,7:34:00,0.889,0.591,0.28,141.916,0.348,-5.494,0,0.0283
Beyoncé,CUFF IT,CUFF IT - ACAPELLA VERSION,2-12-2023 7:27:00,2-12-2023,7:27:00,0.733,0.642,0.273,124.154,0.545,-8.079,0,0.169
Beyoncé,CUFF IT,CUFF IT - ACAPELLA VERSION,2-12-2023 7:22:00,2-12-2023,7:22:00,0.733,0.642,0.273,124.154,0.545,-8.079,0,0.169
Eminem,Recovery,Love the Way You Lie,2-12-2023 7:18:00,2-12-2023,7:18:00,0.241,0.749,0.925,86.989,0.641,-5.034,0,0.227
The Weeknd,My Dear Melancholy,I Was Never There,2-12-2023 7:14:00,2-12-2023,7:14:00,0.142,0.323,0.737,113.26,0.155,-4.008,0.000162,0.0338
Adele,25,When We Were Young,2-12-2023 7:07:00,2-12-2023,7:07:00,0.303,0.376,0.595,144.361,0.265,-5.936,0,0.0496
Adele,25,When We Were Young,2-12-2023 7:02:00,2-12-2023,7:02:00,0.303,0.376,0.595,144.361,0.265,-5.936,0,0.0496
Katy Perry,Teenage Dream: The Complete Confection,The One That Got Away,2-12-2023 6:58:00,2-12-2023,6:58:00,0.000812,0.691,0.795,133.971,0.876,-4.021,1.02E-06,0.0355
Paramore,brand new eyes,All I Wanted,2-12-2023 6:53:00,2-12-2023,6:53:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
Paramore,brand new eyes,All I Wanted,2-12-2023 6:48:00,2-12-2023,6:48:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
Paramore,brand new eyes,All I Wanted,2-12-2023 6:43:00,2-12-2023,6:43:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
Gotye,Making Mirrors,Somebody That I Used to Know,2-12-2023 6:37:00,2-12-2023,6:37:00,0.591,0.864,0.495,129.062,0.72,-7.036,0.000133,0.037
BLACKPINK,How You Like That,How You Like That,2-12-2023 6:34:00,2-12-2023,6:34:00,0.0465,0.812,0.761,130.032,0.344,-5.222,0.000135,0.0812
Seventeen,HIT,HIT,2-12-2023 6:31:00,2-12-2023,6:31:00,0.0865,0.619,0.908,130.056,0.671,-3.97,0,0.2
Victorious Cast,Victorious 2.0: More Music From The Hit TV Show (feat. Victoria Justice),Take A Hint (feat. Victoria Justice & Elizabeth Gillies),2-12-2023 6:28:00,2-12-2023,6:28:00,0.00443,0.727,0.86,133.995,0.747,-2.712,0,0.0641
Victorious Cast,Victorious: Music From The Hit TV Show (feat. Victoria Justice),Freak the Freak Out (feat. Victoria Justice),2-12-2023 6:25:00,2-12-2023,6:25:00,0.00129,0.689,0.858,140.022,0.51,-3.185,0,0.061
Victorious Cast,Victorious: Music From The Hit TV Show (feat. Victoria Justice),Freak the Freak Out (feat. Victoria Justice),2-12-2023 6:21:00,2-12-2023,6:21:00,0.00129,0.689,0.858,140.022,0.51,-3.185,0,0.061
Victorious Cast,Victorious: Music From The Hit TV Show (feat. Victoria Justice),Freak the Freak Out (feat. Victoria Justice),2-12-2023 6:17:00,2-12-2023,6:17:00,0.00129,0.689,0.858,140.022,0.51,-3.185,0,0.061
Lana Del Rey,Did You Know That Theres a Tunnel Under Ocean Blvd,Did You Know That Theres a Tunnel Under Ocean Blvd,2-12-2023 6:12:00,2-12-2023,6:12:00,0.794,0.431,0.34,119.877,0.0529,-9.384,0.0108,0.0311
Lana Del Rey,Blue Banisters,Blue Banisters,2-12-2023 6:07:00,2-12-2023,6:07:00,0.937,0.373,0.114,90.945,0.172,-13.171,4.73E-05,0.041
Marina,LOVE + FEAR,No More Suckers,2-12-2023 6:04:00,2-12-2023,6:04:00,0.0623,0.67,0.62,91.955,0.582,-5.158,0,0.0439
Taylor Swift,Red (Taylors Version),All Too Well (Taylors Version),2-12-2023 5:59:00,2-12-2023,5:59:00,0.274,0.631,0.518,93.023,0.205,-8.771,0,0.0303
SZA,Kill Bill (Acoustic),Kill Bill - Acoustic,2-12-2023 5:56:00,2-12-2023,5:56:00,0.857,0.347,0.378,173.482,0.61,-9.96,0,0.0354
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-12-2023 5:41:00,2-12-2023,5:41:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
SZA,SOS,Kill Bill,2-12-2023 5:39:00,2-12-2023,5:39:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
Mitski,Retired from Sad New Career in Business,I Want You,2-12-2023 5:36:00,2-12-2023,5:36:00,0.514,0.339,0.292,131.702,0.0655,-11.294,0,0.0348
Gsoul,Hate Everything,Hate Everything,2-12-2023 5:32:00,2-12-2023,5:32:00,0.858,0.474,0.229,118.827,0.289,-9.47,0,0.0329
Marina,Ancient Dreams in a Modern Land,I Love You But I Love Me More,2-12-2023 5:29:00,2-12-2023,5:29:00,0.212,0.491,0.895,112.069,0.255,-4.823,0.000213,0.0742
Sabrina Carpenter,Singular Act I,Sue Me,2-12-2023 5:26:00,2-12-2023,5:26:00,0.0422,0.46,0.809,157.184,0.609,-5.415,5.04E-05,0.326
Raye,Escapism. (Sped Up),Escapism. - Sped Up,2-12-2023 5:22:00,2-12-2023,5:22:00,0.0857,0.435,0.768,107.588,0.378,-5.352,0.000231,0.201
WayV,Kick Back - The 3rd Mini Album,Action Figure,2-12-2023 5:17:00,2-12-2023,5:17:00,0.137,0.701,0.787,102.018,0.537,-2.56,0,0.0523
WayV,Awaken The World - The 1st Album,Bad Alive,2-12-2023 5:13:00,2-12-2023,5:13:00,0.0017,0.667,0.84,142.014,0.575,-3.363,0.000175,0.0303
Hus,Short Cake,Banana Shake,2-12-2023 5:08:00,2-12-2023,5:08:00,0.0701,0.81,0.811,125.979,0.741,-6.383,0.00262,0.0449
Paramore,Paramore (Deluxe Edition),Interlude: Im Not Angry Anymore,2-12-2023 5:06:00,2-12-2023,5:06:00,0.965,0.469,0.309,112.412,0.235,-13.694,0,0.091
Saweetie,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),2-12-2023 2:40:00,2-12-2023,2:40:00,0.00302,0.84,0.766,94.018,0.402,-4.12,3.61E-06,0.136
KYLE,Smyle (Extended),Dont Wanna Fall In Love,2-12-2023 2:36:00,2-12-2023,2:36:00,0.0149,0.486,0.616,132.151,0.601,-6.9,0,0.277
tobi lou,Notice Me,Notice Me,2-12-2023 2:33:00,2-12-2023,2:33:00,0.893,0.373,0.437,86.779,0.556,-11.329,1.01E-06,0.0367
Tinashe,333,Small Reminders,2-12-2023 2:29:00,2-12-2023,2:29:00,0.295,0.692,0.553,94.949,0.54,-7.241,0.00564,0.0941
Jeremih,Late Nights: The Album,oui,2-12-2023 2:25:00,2-12-2023,2:25:00,0.213,0.418,0.724,78.521,0.604,-3.724,0,0.0964
Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,2-12-2023 2:23:00,2-12-2023,2:23:00,0.0652,0.486,0.545,150.187,0.0385,-7.924,0.00474,0.0336
P-Square,Greatest Hits,Alingo - Bonus,2-12-2023 2:18:00,2-12-2023,2:18:00,0.0403,0.73,0.875,125.955,0.622,-3.906,0,0.168
Lizzo,Rumors (feat. Cardi B),Rumors (feat. Cardi B),2-12-2023 2:15:00,2-12-2023,2:15:00,0.13,0.827,0.731,118.992,0.607,-5.524,0,0.088
Cardi B,Press,Press,2-12-2023 2:12:00,2-12-2023,2:12:00,0.0362,0.886,0.53,133.845,0.197,-5.738,1.76E-05,0.31
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,2-12-2023 2:09:00,2-12-2023,2:09:00,0.00348,0.789,0.614,126.035,0.108,-6.491,0.00152,0.0579
Diana Ross,Diana Ross (Expanded Edition),Aint No Mountain High Enough - Single Version,2-12-2023 2:03:00,2-12-2023,2:03:00,0.418,0.311,0.699,96.348,0.546,-8.945,0.00177,0.0405
Kanye West,Donda,Jail Pt 2,2-12-2023 1:58:00,2-12-2023,1:58:00,0.453,0.7,0.572,109.985,0.686,-6.459,0,0.0515
Frank Ocean,channel ORANGE,Sweet Life,2-12-2023 1:54:00,2-12-2023,1:54:00,0.227,0.479,0.558,83.465,0.8,-6.074,0,0.179
StarBoi3,Dick (feat. Doja Cat),Dick (feat. Doja Cat),2-12-2023 1:51:00,2-12-2023,1:51:00,0.13,0.647,0.608,125.994,0.474,-6.831,0,0.42
Safa Liron,YouMe,YouMe,2-12-2023 1:48:00,2-12-2023,1:48:00,0.399,0.467,0.506,149.96,0.525,-7.285,0.0105,0.0313
Nicki Minaj,Pink Friday,Moment 4 Life,2-12-2023 1:43:00,2-12-2023,1:43:00,0.406,0.475,0.882,98.001,0.369,-3.883,0,0.351
Chika,High Rises,High Rises,2-12-2023 1:40:00,2-12-2023,1:40:00,0.438,0.389,0.566,65.36,0.604,-8.187,0,0.385
Megan Thee Stallion,Girls In The Hood,Girls in the Hood,2-12-2023 1:37:00,2-12-2023,1:37:00,0.00711,0.821,0.816,179.974,0.797,-3.835,0,0.352
Beyoncé,I Am...World Tour,If I Were A Boy / You Oughta Know - Live,2-12-2023 1:32:00,2-12-2023,1:32:00,0.0131,0.306,0.945,100.105,0.157,-5.32,0.0272,0.424
Chloe x Halle,Ungodly Hour,Tipsy,2-12-2023 1:29:00,2-12-2023,1:29:00,0.0315,0.817,0.608,136.959,0.667,-5.445,0.000585,0.0518
Beyoncé,HOMECOMING: THE LIVE ALBUM,Dont Hurt Yourself - Homecoming Live,2-12-2023 1:25:00,2-12-2023,1:25:00,0.000959,0.384,0.81,137.696,0.111,-8.709,1.07E-05,0.124
P-Square,Game Over,No One Like You - Deluxe,2-12-2023 1:20:00,2-12-2023,1:20:00,0.562,0.827,0.87,101.999,0.936,-2.899,0,0.195
Monaleo,Beating Down Yo Block,Beating Down Yo Block,2-12-2023 1:17:00,2-12-2023,1:17:00,0.0132,0.765,0.719,84.997,0.782,-4.982,0,0.299
Chloe x Halle,Ungodly Hour,Do It,2-12-2023 1:14:00,2-12-2023,1:14:00,0.0932,0.725,0.668,82.966,0.566,-7.286,2.33E-06,0.055
Nicki Minaj,Queen,Majesty (with Labrinth & feat. Eminem),2-12-2023 0:19:00,2-12-2023,0:19:00,0.314,0.81,0.73,157.004,0.568,-5.209,0,0.223
Beyoncé,Party (Feat. J. Cole),Party (feat. J. Cole),2-12-2023 0:13:00,2-12-2023,0:13:00,0.0111,0.649,0.547,161.007,0.708,-6.936,0,0.0493
SZA,The Weekend (Funk Wav Remix),The Weekend - Funk Wav Remix,2-12-2023 0:10:00,2-12-2023,0:10:00,0.495,0.775,0.573,101.925,0.667,-4.933,0,0.0585
Beyoncé,BDay,Deja Vu (feat. Jay-Z),2-12-2023 0:06:00,2-12-2023,0:06:00,0.0071,0.644,0.746,105.253,0.355,-4.941,1.22E-05,0.341
Pop Smoke,Meet the Woo,Dior,2-12-2023 0:02:00,2-12-2023,0:02:00,0.212,0.548,0.805,142.094,0.648,-5.732,0.000389,0.351
Rae Sremmurd,SremmLife,Throw Sum Mo,2-11-2023 23:58:00,2-11-2023,23:58:00,0.0388,0.859,0.627,142.062,0.594,-7.91,0.000202,0.13
KOTA The Friend,EVERYTHING,Long Beach,2-11-2023 23:54:00,2-11-2023,23:54:00,0.0685,0.809,0.613,104.991,0.562,-8.402,0,0.175
The Jackson 5,Greatest Hits,Whos Lovin You,2-11-2023 23:50:00,2-11-2023,23:50:00,0.648,0.247,0.307,161.982,0.403,-13.16,2.43E-05,0.0371
Joyce Wrice,Motive,Spent,2-11-2023 23:48:00,2-11-2023,23:48:00,0.176,0.694,0.659,96.826,0.77,-5.848,0,0.103
Rihanna,Good Girl Gone Bad: Reloaded,Take a Bow,2-11-2023 23:44:00,2-11-2023,23:44:00,0.248,0.697,0.467,82.082,0.572,-7.536,0,0.0715
Dreamer Isioma,Sensitive,Sensitive,2-11-2023 23:41:00,2-11-2023,23:41:00,0.164,0.604,0.65,89.729,0.354,-6.979,3.90E-05,0.132
Muni Long,Public Displays Of Affection,Time Machine,2-11-2023 23:37:00,2-11-2023,23:37:00,0.0167,0.662,0.516,87.099,0.181,-5.143,0.0003,0.0375
A$AP Ferg,Plain Jane,Plain Jane,2-11-2023 23:34:00,2-11-2023,23:34:00,0.0651,0.797,0.844,170.142,0.52,-5.482,0,0.275
Smino,Luv 4 Rent,Pro Freak (with Doechii Fatman Scoop),2-11-2023 23:27:00,2-11-2023,23:27:00,0.269,0.502,0.641,75.008,0.212,-6.271,5.01E-06,0.467
Anderson .Paak,Bubblin,Bubblin,2-11-2023 23:23:00,2-11-2023,23:23:00,0.0731,0.568,0.873,106.783,0.547,-5.22,0,0.265
FKA twigs,MAGDALENE,cellophane,2-11-2023 23:20:00,2-11-2023,23:20:00,0.871,0.431,0.284,98.317,0.229,-11.858,0.000136,0.0432
Olamide,YBNL,First of All,2-11-2023 23:17:00,2-11-2023,23:17:00,0.066,0.923,0.702,124.98,0.793,-6.031,3.09E-05,0.246
Childish Gambino,Awaken My Love!,Redbone,2-11-2023 23:11:00,2-11-2023,23:11:00,0.174,0.745,0.353,160.111,0.598,-10.614,0.00662,0.0983
Megan Thee Stallion,Something for Thee Hotties,Megans Piano,2-11-2023 23:09:00,2-11-2023,23:09:00,0.00799,0.953,0.621,132.063,0.378,-7.565,4.87E-06,0.154
Monaleo,Beating Down Yo Block,Beating Down Yo Block,2-11-2023 23:06:00,2-11-2023,23:06:00,0.0132,0.765,0.719,84.997,0.782,-4.982,0,0.299
Flo Milli,Conceited,Conceited,2-11-2023 23:04:00,2-11-2023,23:04:00,0.0741,0.94,0.761,118.027,0.414,-4.408,1.89E-05,0.0979
Cardi B,Press,Press,2-11-2023 23:01:00,2-11-2023,23:01:00,0.0362,0.886,0.53,133.845,0.197,-5.738,1.76E-05,0.31
Little Simz,Venom,Venom,2-11-2023 22:59:00,2-11-2023,22:59:00,0.42,0.436,0.654,139.68,0.523,-8.153,0,0.16
Beyoncé,BDay Deluxe Edition,Irreplaceable,2-11-2023 22:55:00,2-11-2023,22:55:00,0.0293,0.447,0.694,175.868,0.509,-4.637,5.46E-06,0.382
Glorilla,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),2-11-2023 22:51:00,2-11-2023,22:51:00,0.0736,0.795,0.814,160.039,0.68,-3.945,0,0.4
Megan Thee Stallion,Tina Snow,Hot Girl,2-11-2023 22:48:00,2-11-2023,22:48:00,0.00485,0.872,0.814,98.985,0.57,-4.568,1.96E-06,0.155
Lola Brooke,Dont Play With It (feat. Billy B),Dont Play With It (feat. Billy B),2-11-2023 22:43:00,2-11-2023,22:43:00,0.00377,0.763,0.726,99.042,0.327,-5.61,0,0.109
Big Sean,Dark Sky Paradise,I Dont Fuck with You,2-11-2023 22:30:00,2-11-2023,22:30:00,0.0362,0.824,0.733,97.972,0.395,-5.474,0,0.0613
Nicki Minaj,The Pinkprint (Deluxe),Feeling Myself,2-11-2023 22:26:00,2-11-2023,22:26:00,0.437,0.564,0.703,139.045,0.477,-5.459,0.00927,0.269
Ella Mai,READY,My Way,2-11-2023 22:23:00,2-11-2023,22:23:00,0.0994,0.812,0.46,100.042,0.193,-6.316,0,0.173
Drake,Nice for What,Nice for What,2-11-2023 22:19:00,2-11-2023,22:19:00,0.0891,0.585,0.909,93.372,0.758,-6.474,9.70E-05,0.0707
Rihanna,ANTI (Deluxe),Needed Me,2-11-2023 22:16:00,2-11-2023,22:16:00,0.11,0.671,0.314,110.898,0.296,-8.091,0,0.244
FLETCHER,Bitter,Bitter,2-11-2023 22:13:00,2-11-2023,22:13:00,0.393,0.724,0.594,136.002,0.413,-7.126,0.00116,0.102
Lola Brooke,Dont Play With It (feat. Billy B),Dont Play With It (feat. Billy B),2-11-2023 22:11:00,2-11-2023,22:11:00,0.00377,0.763,0.726,99.042,0.327,-5.61,0,0.109
Beyoncé,HOMECOMING: THE LIVE ALBUM,Dont Hurt Yourself - Homecoming Live,2-11-2023 22:07:00,2-11-2023,22:07:00,0.000959,0.384,0.81,137.696,0.111,-8.709,1.07E-05,0.124
Chance the Rapper,Coloring Book,No Problem (feat. Lil Wayne & 2 Chainz),2-11-2023 19:54:00,2-11-2023,19:54:00,0.156,0.652,0.795,135.018,0.788,-5.192,0,0.174
Ckay,CKay The First,love nwantiti (ah ah ah),2-11-2023 19:52:00,2-11-2023,19:52:00,0.365,0.727,0.739,93.005,0.533,-3.805,0.00137,0.0411
Daniel Caesar,Freudian,Best Part (feat. H.E.R.),2-11-2023 19:48:00,2-11-2023,19:48:00,0.808,0.524,0.364,75.24,0.436,-10.209,0,0.0367
Vince Staples,Big Fish Theory,Yeah Right,2-11-2023 19:45:00,2-11-2023,19:45:00,0.018,0.734,0.468,118.001,0.285,-9.029,0,0.0912
Beyoncé,BEYONCÉ [Platinum Edition],XO,2-11-2023 19:40:00,2-11-2023,19:40:00,0.164,0.47,0.793,170.1,0.216,-8.929,1.31E-06,0.26
Chloe x Halle,Ungodly Hour,Busy Boy,2-11-2023 19:37:00,2-11-2023,19:37:00,0.034,0.769,0.656,89.995,0.362,-6.217,0.00061,0.0448
carolesdaughter,violent,violent,2-11-2023 19:35:00,2-11-2023,19:35:00,0.331,0.797,0.755,129.955,0.411,-5.393,2.26E-06,0.0293
Keri Hilson,No Boys Allowed,Pretty Girl Rock,2-11-2023 19:31:00,2-11-2023,19:31:00,0.203,0.666,0.87,160.014,0.9,-5.004,0,0.246
Drake,Care Package,Girls Love Beyoncé (feat. James Fauntleroy),2-11-2023 19:27:00,2-11-2023,19:27:00,0.782,0.619,0.489,126.046,0.328,-11.25,0,0.46
Ariana Grande,Dangerous Woman,Let Me Love You,2-11-2023 19:22:00,2-11-2023,19:22:00,0.0295,0.527,0.435,102.698,0.0781,-8.363,0,0.129
Cardi B,UP,Up,2-11-2023 19:19:00,2-11-2023,19:19:00,0.0012,0.868,0.795,166,0.819,-6.044,0.0193,0.269
Flo Milli,Ho why is you here ?,In The Party,2-11-2023 19:16:00,2-11-2023,19:16:00,0.0096,0.919,0.609,134.992,0.418,-5.059,0,0.262
Rae Sremmurd,SremmLife,This Could Be Us,2-11-2023 19:13:00,2-11-2023,19:13:00,0.291,0.732,0.69,143.072,0.758,-4.992,0,0.134
Beyoncé,RENAISSANCE,CUFF IT,2-11-2023 19:08:00,2-11-2023,19:08:00,0.0368,0.78,0.689,115.042,0.642,-5.668,9.69E-06,0.141
Normani,Motivation,Motivation,2-11-2023 19:05:00,2-11-2023,19:05:00,0.0192,0.599,0.887,170.918,0.881,-3.967,1.21E-06,0.0984
Normani,Motivation,Motivation,2-11-2023 19:02:00,2-11-2023,19:02:00,0.0192,0.599,0.887,170.918,0.881,-3.967,1.21E-06,0.0984
Lizzo,Cuz I Love You (Super Deluxe),Truth Hurts,2-11-2023 18:59:00,2-11-2023,18:59:00,0.11,0.715,0.624,158.087,0.412,-3.046,0,0.114
Laufey,Street by Street,Street by Street,2-11-2023 18:55:00,2-11-2023,18:55:00,0.87,0.694,0.279,82.068,0.216,-10.871,2.49E-06,0.0546
Chlöe,Have Mercy,Have Mercy,2-11-2023 18:53:00,2-11-2023,18:53:00,0.297,0.903,0.535,130.022,0.508,-6.434,0,0.0742
Fuse ODG,T.I.N.A.,Antenna - UK Club Mix,2-11-2023 18:49:00,2-11-2023,18:49:00,0.0224,0.787,0.937,127.999,0.823,-1.632,0.000101,0.0488
Drake,Take Care (Deluxe),Take Care,2-11-2023 18:44:00,2-11-2023,18:44:00,0.0267,0.629,0.515,121.845,0.299,-10.358,1.22E-05,0.265
Kanye West,Yeezus,Bound 2,2-11-2023 18:40:00,2-11-2023,18:40:00,0.145,0.367,0.665,148.913,0.31,-2.821,0,0.0465
Phantogram,Someday / Saturday,Someday,2-11-2023 18:36:00,2-11-2023,18:36:00,0.0415,0.479,0.561,97.017,0.0429,-7.499,1.07E-05,0.0324
Seventeen,SEVENTEEN 4th Mini Album Al1,IF I,2-11-2023 18:32:00,2-11-2023,18:32:00,0.877,0.607,0.351,160.122,0.601,-5.929,0,0.0328
Ginseng,anguish (w/ HELLION),anguish,2-11-2023 18:29:00,2-11-2023,18:29:00,0.0528,0.574,0.95,102.035,0.0358,-3.083,0.846,0.08
Nicki Minaj,Black Barbies,Black Barbies,2-11-2023 18:26:00,2-11-2023,18:26:00,0.0878,0.809,0.588,146.024,0.249,-5.167,7.24E-05,0.0869
j-hope,Hope World,Airplane,2-11-2023 18:23:00,2-11-2023,18:23:00,0.65,0.801,0.651,119.992,0.238,-7.855,0,0.0579
Rich Brian,Shang-Chi and The Legend of The Ten Rings: The Album,Act Up,2-11-2023 18:22:00,2-11-2023,18:22:00,0.328,0.609,0.772,78.052,0.384,-4.152,0,0.119
Paramore,Paramore (Deluxe Edition),Interlude: Im Not Angry Anymore,2-11-2023 9:10:00,2-11-2023,9:10:00,0.965,0.469,0.309,112.412,0.235,-13.694,0,0.091
PinkPantheress,Boys a liar Pt. 2,Boys a liar Pt. 2,2-11-2023 8:50:00,2-11-2023,8:50:00,0.252,0.696,0.809,132.962,0.857,-8.254,0.000128,0.05
j-hope,Hope World,Airplane,2-11-2023 8:47:00,2-11-2023,8:47:00,0.65,0.801,0.651,119.992,0.238,-7.855,0,0.0579
Lana Del Rey,Did You Know That Theres a Tunnel Under Ocean Blvd,Did You Know That Theres a Tunnel Under Ocean Blvd,2-11-2023 8:42:00,2-11-2023,8:42:00,0.794,0.431,0.34,119.877,0.0529,-9.384,0.0108,0.0311
Lana Del Rey,Blue Banisters,Blue Banisters,2-11-2023 8:37:00,2-11-2023,8:37:00,0.937,0.373,0.114,90.945,0.172,-13.171,4.73E-05,0.041
Lana Del Rey,Blue Banisters,Blue Banisters,2-11-2023 8:21:00,2-11-2023,8:21:00,0.937,0.373,0.114,90.945,0.172,-13.171,4.73E-05,0.041
Halsey,Manic,Without Me,2-11-2023 8:12:00,2-11-2023,8:12:00,0.297,0.752,0.488,136.041,0.533,-7.05,9.11E-06,0.0705
Francesco Parrino,The Covers Pt. 5,Without Me,2-11-2023 8:08:00,2-11-2023,8:08:00,0.966,0.462,0.373,136.299,0.133,-15.466,0.911,0.0587
Noah Cyrus,Again (feat. XXXTENTACION),Again (feat. XXXTENTACION),2-11-2023 8:01:00,2-11-2023,8:01:00,0.188,0.664,0.738,119.973,0.203,-4.095,5.75E-05,0.0338
DEAN,130 mood : TRBL,i love it,2-11-2023 7:57:00,2-11-2023,7:57:00,0.0206,0.59,0.735,125.223,0.311,-3.789,0,0.0504
Beyoncé,I Am...Sasha Fierce The Bonus Tracks,Video Phone (feat. Lady Gaga),2-11-2023 7:52:00,2-11-2023,7:52:00,0.00203,0.32,0.782,78.05,0.527,-7.37,0.000851,0.374
